page_id	name	urlslug	ID	ALIGN	EYE	HAIR	SEX	GSM	ALIVE	APPEARANCES	FIRST APPEARANCE	Year	lon	lat
4563	Lump (Warpies) (Earth-616)	\/Lump_(Warpies)_(Earth-616)	Secret Identity	Neutral Characters		No Hair	Male Characters		Living Characters	14	Jul-85	1985	-117.1611	32.7157
310472	Michael (RCX agent) (Earth-616)	\/Michael_(RCX_agent)_(Earth-616)	Secret Identity	Good Characters		Blond Hair	Male Characters		Living Characters	14	Feb-85	1985	-117.1611	32.7157
495347	Solitaire (Microverse) (Earth-616)	\/Solitaire_(Microverse)_(Earth-616)	Secret Identity	Good Characters			Female Characters		Living Characters	14	Feb-85	1985	-115.8223556615275	-72.6212359766753
1963	Hector Lennox (Earth-616)	\/Hector_Lennox_(Earth-616)	Secret Identity		Blue Eyes	Black Hair	Male Characters		Living Characters	14	Nov-86	1986	7.539833834491276	5.387830738134909
167504	Max (Fortisquian) (Earth-616)	\/Max_(Fortisquian)_(Earth-616)	Secret Identity	Good Characters		Black Hair	Male Characters		Living Characters	14	Feb-87	1987	-137.05031545160944	-47.017613131040825
74111	Evan Swann (Earth-616)	\/Evan_Swann_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	14	Dec-88	1988	93.88130354003368	29.619444885632333
16474	Gosamyr (Earth-616)	\/Gosamyr_(Earth-616)	Secret Identity		Black Eyes	Blond Hair	Female Characters		Living Characters	14	Aug-88	1988	1.4354378034432216	78.93069945879887
171969	Michael Janes (Earth-616)	\/Michael_Janes_(Earth-616)	Public Identity	Good Characters		Brown Hair	Male Characters		Living Characters	14	Sep-88	1988	-87.52244908870018	-76.20282481295546
92126	Gilbert Vaughn (Earth-616)	\/Gilbert_Vaughn_(Earth-616)	Public Identity	Good Characters		Blond Hair	Male Characters		Deceased Characters	14	Oct-89	1989	-145.80027974699678	-12.364209624170783
16212	Kwan Zhao (Earth-616)	\/Kwan_Zhao_(Earth-616)	Secret Identity		Brown Eyes	Black Hair	Male Characters		Deceased Characters	14	Nov-89	1989	170.276988671197	3.358642071072481
260735	Number Nine (Earth-616)	\/Number_Nine_(Earth-616)		Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	14	Oct-89	1989	-129.32443181478237	-44.63201925159886
44826	Prince Baran (Earth-616)	\/Prince_Baran_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	14	Apr-89	1989	-77.28906689669888	17.035476457054514
27210	Ed Marrero (Earth-616)	\/Ed_Marrero_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Living Characters	14	Feb-90	1990	-117.1611	32.7157
5682	John Kelly (Earth-616)	\/John_Kelly_(Earth-616)	Secret Identity	Good Characters	Red Eyes	Blond Hair	Male Characters		Deceased Characters	14	Nov-90	1990	-59.76387217409078	-34.65176688344937
21393	Kearson DeWitt (Earth-616)	\/Kearson_DeWitt_(Earth-616)		Bad Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	14	Jul-90	1990	172.9963707478559	-52.149768154467964
27571	Nobilus (Earth-616)	\/Nobilus_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Black Hair	Male Characters		Living Characters	14	Sep-90	1990	15.347874661487651	-74.25858069100778
1143	Barrage (Earth-616)	\/Barrage_(Earth-616)		Bad Characters		Purple Hair	Male Characters		Deceased Characters	14	Apr-91	1991	133.66011248091309	17.921227096080273
2500	Tusk (Earth-616)	\/Tusk_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	14	Apr-91	1991	-118.64134155855326	-26.982474254443765
119338	Che (Earth-616)	\/Che_(Earth-616)	Secret Identity	Good Characters	White Eyes	White Hair	Male Characters		Living Characters	14	Oct-92	1992	-118.0638321088256	-61.18497689138803
2258	Eileen Harsaw (Earth-616)	\/Eileen_Harsaw_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	14	Jan-92	1992	85.29569285579134	-26.483386073722762
346693	James Lucas (Earth-616)	\/James_Lucas_(Earth-616)	No Dual Identity	Neutral Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	14	Jun-92	1992	-79.40113527871826	8.592946613183997
524304	Lorna Kleinfeldt (Earth-616)	\/Lorna_Kleinfeldt_(Earth-616)	Public Identity	Good Characters		Grey Hair	Female Characters		Living Characters	14	Jun-92	1992	-117.1611	32.7157
11130	Lucia Callasantos (Earth-616)	\/Lucia_Callasantos_(Earth-616)	Secret Identity	Neutral Characters	Yellow Eyes	Red Hair	Female Characters		Living Characters	14	Jan-92	1992	6.204362842043452	-35.3991083352967
23124	Nakota (Earth-616)	\/Nakota_(Earth-616)		Bad Characters	Green Eyes	Black Hair			Living Characters	14	Aug-92	1992	-156.0033858076714	-6.067720668801215
683337	Taylor Blackwell (Earth-616)	\/Taylor_Blackwell_(Earth-616)		Bad Characters		Brown Hair	Male Characters		Deceased Characters	14	Dec-92	1992	43.01651982740319	-48.40082738456263
512834	Agony (Symbiote) (Earth-616)	\/Agony_(Symbiote)_(Earth-616)		Neutral Characters	White Eyes	Bald	Agender Characters		Living Characters	14	May-93	1993	-103.59844380938567	-10.53661895342681
512836	Lasher (Symbiote) (Earth-616)	\/Lasher_(Symbiote)_(Earth-616)	Secret Identity	Neutral Characters	White Eyes	Bald	Agender Characters		Living Characters	14	May-93	1993	173.56651673586867	8.260503460865351
103890	Lynx (Earth-616)	\/Lynx_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Female Characters		Living Characters	14	Mar-93	1993	67.94562089070402	6.583219992537494
512831	Phage (Symbiote) (Earth-616)	\/Phage_(Symbiote)_(Earth-616)		Neutral Characters	White Eyes	Bald	Agender Characters		Living Characters	14	May-93	1993	85.51970980107717	-87.45105499026373
512832	Riot (Symbiote) (Earth-616)	\/Riot_(Symbiote)_(Earth-616)		Neutral Characters	White Eyes	Bald	Agender Characters		Living Characters	14	May-93	1993	-94.84960656647208	-54.44668574555679
36940	Sister Nil (Earth-616)	\/Sister_Nil_(Earth-616)		Bad Characters	Black Eyes	Black Hair	Female Characters		Living Characters	14	Dec-93	1993	156.8467163455067	-65.09349508424522
2505	Tyrant (Earth-616)	\/Tyrant_(Earth-616)	Secret Identity	Bad Characters	Red Eyes	No Hair	Male Characters		Deceased Characters	14	Jun-93	1993	155.42822461857378	53.47296855400734
8162	Cody Fleischer (Earth-616)	\/Cody_Fleischer_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	14	Jun-94	1994	148.14566861854257	57.055813869675205
116838	Philip Sheldon (Earth-616)	\/Philip_Sheldon_(Earth-616)		Good Characters	Green Eyes	Grey Hair	Male Characters		Deceased Characters	14	Jan-94	1994	-151.9430951067239	64.06735548879828
62879	Elizabeth Tyne (Earth-616)	\/Elizabeth_Tyne_(Earth-616)		Good Characters	Blue Eyes	Red Hair	Female Characters		Living Characters	14	Aug-95	1995	163.1799011122422	-32.26024017714792
5939	Rafael Carago (Earth-616)	\/Rafael_Carago_(Earth-616)	Secret Identity	Good Characters	White Eyes	Black Hair	Male Characters		Living Characters	14	Aug-95	1995	167.1087875048309	6.383146168714148
2404	Vessel (Earth-616)	\/Vessel_(Earth-616)	Secret Identity	Bad Characters	Red Eyes	Black Hair	Male Characters		Deceased Characters	14	Aug-95	1995	-156.34366234395992	-29.38450978032295
243203	Bob Stirrat (Earth-616)	\/Bob_Stirrat_(Earth-616)		Neutral Characters			Male Characters		Living Characters	14	Jan-97	1997	-136.18085649026858	-3.6567797007640763
682471	Steele Fitzpatrick (Earth-616)	\/Steele_Fitzpatrick_(Earth-616)	Secret Identity	Neutral Characters		Bald	Male Characters		Living Characters	14	Jan-97	1997	-174.1908832145566	-26.129135466769576
39598	Amanda Fairmont (Earth-616)	\/Amanda_Fairmont_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Brown Hair	Female Characters		Living Characters	14	Jul-98	1998	-117.1611	32.7157
1675	Gaia (Earth-616)	\/Gaia_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Pink Hair	Female Characters		Living Characters	14	Apr-98	1998	-117.1611	32.7157
16463	Leiko Tanaka (Earth-616)	\/Leiko_Tanaka_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Black Hair	Female Characters		Living Characters	14	Sep-98	1998	-27.987772286577837	57.62310463491414
410154	Ness (Earth-616)	\/Ness_(Earth-616)	Secret Identity	Neutral Characters	Yellow Eyes	White Hair	Male Characters		Living Characters	14	Jun-98	1998	-106.7397335341138	-19.153856999764045
16496	Alda Huxley (Earth-616)	\/Alda_Huxley_(Earth-616)	No Dual Identity	Good Characters		Blond Hair	Female Characters		Living Characters	14	Mar-99	1999	-117.1611	32.7157
1646	Gloria Dayne (Earth-616)	\/Gloria_Dayne_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	14	Feb-99	1999	-173.81076732048138	-40.837165275993534
4477	Manuel Vicente (Earth-616)	\/Manuel_Vicente_(Earth-616)	Secret Identity	Neutral Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	14	Jul-99	1999	42.22075271538998	-15.397038625224383
6039	Gordon Thomas (Earth-616)	\/Gordon_Thomas_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Brown Hair	Male Characters		Deceased Characters	14	Nov-00	2000	155.71090757001429	50.04735040379151
44252	Normie (Earth-616)	\/Normie_(Earth-616)			Black Eyes	Brown Hair	Male Characters		Living Characters	14	Sep-00	2000	-51.394367200857374	-7.158010162279069
33855	Ellie Phimister (Earth-616)	\/Ellie_Phimister_(Earth-616)	Secret Identity	Neutral Characters	Black Eyes	Black Hair	Female Characters		Deceased Characters	14	Aug-01	2001	-159.41787337885577	27.0813740458633
19667	William Lamont (Earth-616)	\/William_Lamont_(Earth-616)	Public Identity	Good Characters	Blue Eyes	White Hair	Male Characters		Living Characters	14	Jul-02	2002	-102.8307698952826	19.672259136422497
654905	Alex Anderson (Earth-616)	\/Alex_Anderson_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	14	Jun-03	2003	176.32947529073084	-22.11712771996109
349491	Faith Shabazz (Earth-616)	\/Faith_Shabazz_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Grey Hair	Female Characters		Living Characters	14	Jan-03	2003	4.863055353939046	-72.65955699568477
8929	Gennady Gavrilov (Earth-616)	\/Gennady_Gavrilov_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	14	Oct-03	2003	41.42830397965375	-9.03133214905887
654903	Jessie (Sentinel) (Earth-616)	\/Jessie_(Sentinel)_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Brown Hair	Female Characters		Living Characters	14	Jun-03	2003	-44.01544134793619	-47.34820029038843
19644	John Anderson (Earth-616)	\/John_Anderson_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Blond Hair	Male Characters		Living Characters	14	Sep-03	2003	-86.87449322012652	-60.21783267805394
2215	Amelia Weatherly (Earth-616)	\/Amelia_Weatherly_(Earth-616)	Secret Identity	Good Characters	Green Eyes	Strawberry Blond Hair	Female Characters		Deceased Characters	14	May-04	2004	-8.45366275289814	44.7928364340099
104704	Holden Holliway (Earth-616)	\/Holden_Holliway_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Grey Hair	Male Characters		Living Characters	14	May-04	2004	63.17781960962367	75.81851680092907
16353	Rutherford Princeton III (Earth-616)	\/Rutherford_Princeton_III_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	White Hair	Male Characters		Deceased Characters	14	May-04	2004	179.8458960109508	37.69891735143263
16650	Yukotujakzurjimozoata (Earth-616)	\/Yukotujakzurjimozoata_(Earth-616)	Secret Identity		Black Eyes	Black Hair	Male Characters		Living Characters	14	May-04	2004	-152.4165822711096	24.645837194343073
611229	Cannibal (Earth-616)	\/Cannibal_(Earth-616)	Secret Identity		Blue Eyes	Bald			Deceased Characters	14	Apr-05	2005	-70.38196659892175	-31.58802267743919
36074	Sal Kennedy (Earth-616)	\/Sal_Kennedy_(Earth-616)	Public Identity	Good Characters	Blue Eyes	White Hair	Male Characters		Deceased Characters	14	Feb-05	2005	-73.59065240037053	32.700020622435716
5821	Zachary Smith Jr. (Earth-616)	\/Zachary_Smith_Jr._(Earth-616)	Secret Identity	Good Characters	Hazel Eyes	Black Hair	Male Characters		Deceased Characters	14	Aug-05	2005	-127.48312398977217	19.39795851788638
402328	Max Lohmer (Earth-616)	\/Max_Lohmer_(Earth-616)		Bad Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	14	Jul-06	2006	-117.1611	32.7157
131515	Michael van Patrick (Michael) (Earth-616)	\/Michael_van_Patrick_(Michael)_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Brown Hair	Male Characters		Deceased Characters	14	Aug-07	2007	9.4061412728542	86.49752687583094
164701	Joaquin Pennysworth (Earth-616)	\/Joaquin_Pennysworth_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	14	May-08	2008	95.34443705498143	23.928241389300155
120939	Kyknos (Earth-616)	\/Kyknos_(Earth-616)	Public Identity	Bad Characters	Yellow Eyes	No Hair	Male Characters		Deceased Characters	14	Jun-08	2008	-117.1611	32.7157
316403	Omaka (Earth-616)	\/Omaka_(Earth-616)	Public Identity		Yellow Eyes	Red Hair	Female Characters		Deceased Characters	14	Sep-08	2008	102.89327721498927	57.81732702323225
440320	Simone DeSantos (Earth-982)	\/Simone_DeSantos_(Earth-982)	Secret Identity	Neutral Characters		Blond Hair	Female Characters		Living Characters	14	Jan-08	2008	140.22327085331767	26.671818033128616
120277	William Hollister (Earth-616)	\/William_Hollister_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	14	Feb-08	2008	-35.93163863715691	-0.3088640320147107
250453	Daniel DuBois (Earth-616)	\/Daniel_DuBois_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	14	Jul-09	2009	131.54815048060465	-64.24629117347908
338289	Daniel Whitehall (Earth-616)	\/Daniel_Whitehall_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	14	May-09	2009	-67.97954601375778	-41.16505579223087
253079	James Natale (Earth-616)	\/James_Natale_(Earth-616)	Secret Identity	Bad Characters	Yellow Eyes	Brown Hair	Male Characters		Deceased Characters	14	Jun-09	2009	100.22129862016499	-36.354577387297766
473719	Oola Udonta (Earth-616)	\/Oola_Udonta_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	No Hair	Female Characters		Living Characters	14	May-10	2010	-164.85195242622535	-56.12268973212652
453727	Raizo Kodo (Earth-616)	\/Raizo_Kodo_(Earth-616)	Secret Identity	Good Characters	Red Eyes	Black Hair	Male Characters		Living Characters	14	Jun-11	2011	-116.58599234138077	-21.32769118613625
571075	Nara (Earth-616)	\/Nara_(Earth-616)		Good Characters	White Eyes	Black Hair	Female Characters		Deceased Characters	14	Feb-13	2013	99.68870464870605	-10.809645810151466
566881	Necromancer (Michael) (Earth-616)	\/Necromancer_(Michael)_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Brown Hair	Male Characters		Living Characters	14	Jan-13	2013	-82.9007098007027	10.91450837733899
576828	Patricia Wolman (Earth-616)	\/Patricia_Wolman_(Earth-616)	Public Identity	Neutral Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	14	Mar-13	2013	148.29400863496585	-79.71891785327935
605379	Recorder 451 (Earth-616)	\/Recorder_451_(Earth-616)	Public Identity	Bad Characters	Red Eyes	No Hair	Agender Characters		Deceased Characters	14	Apr-13	2013	54.47140917617517	-58.13087932106912
21721	Perrikus (Earth-616)	\/Perrikus_(Earth-616)		Bad Characters	Red Eyes		Male Characters		Living Characters	14			-9.856250880632103	89.0441052655577
331152	Trajah (Earth-616)	\/Trajah_(Earth-616)	No Dual Identity	Good Characters			Male Characters		Living Characters	13	Oct-39	1939	-12.162715586978692	54.57567104706882
98846	Larry Scott (Earth-616)	\/Larry_Scott_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Reddish Blond Hair	Male Characters		Living Characters	13	Sep-41	1941	-138.8647612257119	79.64951052688392
23345	Witness (WWII) (Earth-616)	\/Witness_(WWII)_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	13	Dec-41	1941	169.2313990238177	79.92626159733695
483810	Doug Johnson (Earth-616)	\/Doug_Johnson_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Deceased Characters	13	Dec-42	1942	-117.1611	32.7157
503191	Elizabeth II (Earth-616)	\/Elizabeth_II_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Grey Hair	Female Characters		Living Characters	13	Sep-43	1943	34.41804738814196	80.84087964989757
46682	Helen (Earth-616)	\/Helen_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	13	Aug-48	1948	-117.1611	32.7157
574483	Mister Kruger (Earth-616)	\/Mister_Kruger_(Earth-616)	Public Identity	Good Characters		Brown Hair	Male Characters		Living Characters	13	May-51	1951	169.50629015697064	16.069238147630585
594952	Yalu River Rosie (Earth-616)	\/Yalu_River_Rosie_(Earth-616)	Public Identity	Bad Characters		Black Hair	Female Characters		Living Characters	13	Nov-52	1952	-37.87944094315165	26.16854288088308
57928	Arrowhead (Earth-616)	\/Arrowhead_(Earth-616)	Secret Identity	Good Characters		Black Hair	Male Characters		Living Characters	13	Apr-54	1954	37.69343759730529	-56.9978465019174
630436	Battleship Burke (Earth-616)	\/Battleship_Burke_(Earth-616)	No Dual Identity	Good Characters		Black Hair	Male Characters		Living Characters	13	Aug-54	1954	-117.1611	32.7157
630438	Salty Smith (Earth-616)	\/Salty_Smith_(Earth-616)	Public Identity	Good Characters		Blond Hair	Male Characters		Living Characters	13	Aug-54	1954	79.68425913675986	86.5516591006108
106933	Santa Claus (Earth-616)	\/Santa_Claus_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	White Hair	Male Characters		Living Characters	13	Feb-55	1955	-117.1611	32.7157
7808	Tricephalous (Earth-616)	\/Tricephalous_(Earth-616)	Secret Identity		Red Eyes	No Hair	Male Characters		Living Characters	13	Nov-61	1961	26.718100657161386	25.17207448777097
1687	Yuri Topolov (Earth-616)	\/Yuri_Topolov_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Bald	Male Characters		Deceased Characters	13	May-62	1962	146.20327798809916	-19.956040277961733
1371	Anton Vanko (Crimson Dynamo) (Earth-616)	\/Anton_Vanko_(Crimson_Dynamo)_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Bald	Male Characters		Deceased Characters	13	Oct-63	1963	-171.59972526806314	63.536019020062014
16191	Don Hertz (Earth-616)	\/Don_Hertz_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Black Hair	Male Characters		Living Characters	13	May-63	1963	-116.99393923092013	62.76729037613984
27136	Dreamstalker (Earth-616)	\/Dreamstalker_(Earth-616)		Bad Characters	Variable Eyes	Black Hair			Living Characters	13	Jul-63	1963	112.42145980624952	-23.094934151834224
7853	Mister Davis (Earth-616)	\/Mister_Davis_(Earth-616)	Public Identity	Good Characters		White Hair	Male Characters		Living Characters	13	Sep-63	1963	-172.00006090105308	-2.6431088869927777
2165	Nathan Dolly (Earth-616)	\/Nathan_Dolly_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Deceased Characters	13	Dec-63	1963	76.05146955218265	25.7393419260665
55536	Orini (Earth-616)	\/Orini_(Earth-616)	No Dual Identity	Bad Characters		Bald	Male Characters		Living Characters	13	Nov-64	1964	-4.97113193882555	73.72238091010192
23191	Anelle (Earth-616)	\/Anelle_(Earth-616)	No Dual Identity	Good Characters	Green Eyes	Green Hair	Female Characters		Deceased Characters	13	Apr-65	1965	130.315150659835	-33.14370495324554
42973	Joseph Smith (Earth-616)	\/Joseph_Smith_(Earth-616)	Public Identity		Blue Eyes	Red Hair	Male Characters		Living Characters	13	Jul-66	1966	29.04039732727651	78.39502934555395
70071	Keeper of the Flame (Earth-616)	\/Keeper_of_the_Flame_(Earth-616)	No Dual Identity	Bad Characters			Male Characters		Deceased Characters	13	Jul-66	1966	-85.98378110993396	19.352463259821064
164739	Punisher (Cyborg) (Earth-616)	\/Punisher_(Cyborg)_(Earth-616)		Bad Characters					Deceased Characters	13	Apr-66	1966	-176.71906516479964	-70.499689109398
237040	Rigellian Grand Commissioner (Earth-616)	\/Rigellian_Grand_Commissioner_(Earth-616)	Public Identity	Neutral Characters			Male Characters		Living Characters	13	Sep-66	1966	117.33101493866809	-13.396306515499532
36998	Clay Riley (Earth-616)	\/Clay_Riley_(Earth-616)	Public Identity	Bad Characters	Grey Eyes	Brown Hair	Male Characters		Deceased Characters	13	Apr-67	1967	170.60733932399836	42.448557139537854
122989	Daniel Damian (Earth-616)	\/Daniel_Damian_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Grey Hair	Male Characters		Deceased Characters	13	Jul-67	1967	-60.5036580913234	-87.02008313108644
30791	Brother Royal (Earth-616)	\/Brother_Royal_(Earth-616)		Bad Characters		No Hair	Male Characters		Living Characters	13	Oct-68	1968	-45.057490299427286	60.004666624208255
18342	Joseph Stalin (Earth-616)	\/Joseph_Stalin_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Grey Hair	Male Characters		Deceased Characters	13	Feb-68	1968	172.68591446788736	-45.232628301351966
25592	Joost van Straaten (Earth-616)	\/Joost_van_Straaten_(Earth-616)	Public Identity	Bad Characters	White Eyes	Black Hair	Male Characters		Living Characters	13	Sep-69	1969	-26.6226805719171	-15.127976890611421
310001	Josh Kittling (Earth-616)	\/Josh_Kittling_(Earth-616)	Public Identity			Black Hair	Male Characters		Living Characters	13	Jan-69	1969	114.5829563150811	-43.9923151048755
2703	Mordecai Midas (Earth-616)	\/Mordecai_Midas_(Earth-616)	Secret Identity	Bad Characters	Gold Eyes	Gold Hair	Male Characters		Living Characters	13	Sep-69	1969	44.923575978307866	-47.83653504147416
15184	Piper (Savage Land Mutate) (Earth-616)	\/Piper_(Savage_Land_Mutate)_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	13	Nov-69	1969	75.46056643388738	-24.0256341089501
157073	Barbara Denton (Earth-616)	\/Barbara_Denton_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Deceased Characters	13	Mar-70	1970	-176.36340349888349	33.56808003943058
1910	Frank Oliver (Earth-616)	\/Frank_Oliver_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Blond Hair	Male Characters		Deceased Characters	13	Feb-70	1970	-43.97670935323791	-65.29266840839793
33018	Jason Roland (Earth-616)	\/Jason_Roland_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	13	May-70	1970	-2.077696817238518	49.85270013903218
9722	Brian Muldoon (Earth-616)	\/Brian_Muldoon_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Brown Hair	Male Characters		Living Characters	13	Jul-71	1971	69.90347522297895	36.62260500058676
14095	Damon Dran (Earth-616)	\/Damon_Dran_(Earth-616)	Public Identity		Blue Eyes	Grey Hair	Male Characters		Deceased Characters	13	Oct-72	1972	-60.568101973660546	-77.77422900093617
694427	William Harper Littlejohn (Earth-616)	\/William_Harper_Littlejohn_(Earth-616)	No Dual Identity	Good Characters		Brown Hair	Male Characters		Living Characters	13	Oct-72	1972	127.27330773591666	-67.20295557889786
195416	Ramrod (Cyborg) (Earth-616)	\/Ramrod_(Cyborg)_(Earth-616)		Bad Characters	Blue Eyes	Brown Hair	Male Characters		Living Characters	13	Sep-73	1973	12.83155306002567	-7.5191834326356854
35477	Fera (Earth-616)	\/Fera_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Grey Hair	Female Characters		Living Characters	13	May-74	1974	34.494154059953104	-29.76765795992535
64929	Hellfire (Elementals) (Earth-616)	\/Hellfire_(Elementals)_(Earth-616)		Bad Characters		Black Hair	Male Characters		Living Characters	13	Aug-74	1974	-133.34372544996208	50.4788277185628
18660	Lee Wing (Earth-616)	\/Lee_Wing_(Earth-616)	Public Identity	Good Characters			Male Characters		Living Characters	13	Nov-74	1974	-102.3699282506865	51.420359515998115
1250	Brynocki (Earth-616)	\/Brynocki_(Earth-616)	No Dual Identity	Bad Characters	Black Eyes	Black Hair	Male Characters		Living Characters	13	Nov-75	1975	133.66400030027597	-68.5615726279859
13365	Mitchell Tanner (Earth-616)	\/Mitchell_Tanner_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Black Hair	Male Characters		Living Characters	13	Aug-75	1975	-76.96752065626002	-40.67314143548741
608673	Trocero (Earth-616)	\/Trocero_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	13	Jun-75	1975	77.09877568031987	64.91915648565143
534509	Victoria von Frankenstein (Earth-616)	\/Victoria_von_Frankenstein_(Earth-616)	Public Identity	Good Characters	Grey Eyes	Black Hair	Female Characters		Living Characters	13	Sep-75	1975	114.7832187192505	26.152468533681613
511961	James-Michael Starling (Earth-616)	\/James-Michael_Starling_(Earth-616)	Public Identity	Good Characters			Male Characters		Living Characters	13	Mar-76	1976	-128.97964618882665	-63.199989940366805
243466	Samuel Holden (Earth-616)	\/Samuel_Holden_(Earth-616)	No Dual Identity	Good Characters		Black Hair	Male Characters		Living Characters	13	Dec-76	1976	159.2473541601405	86.05887895874761
1037	Agent Axis (Earth-616)	\/Agent_Axis_(Earth-616)	Secret Identity	Bad Characters		White Hair	Male Characters		Deceased Characters	13	Aug-77	1977	-134.77127576354994	70.54813174023681
657860	Arnie Berman (Earth-616)	\/Arnie_Berman_(Earth-616)	No Dual Identity	Neutral Characters		Red Hair	Male Characters		Living Characters	13	Sep-77	1977	89.510530724712	-28.742704819098293
1248	Brutacus (Earth-616)	\/Brutacus_(Earth-616)	Secret Identity	Good Characters			Male Characters		Living Characters	13	Sep-77	1977	-29.11254703453625	64.01629653687522
1368	Frank Moore (Earth-616)	\/Frank_Moore_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Black Hair	Male Characters		Deceased Characters	13	Sep-77	1977	123.48741056615404	-13.485151413712146
1886	Jemiah (Earth-616)	\/Jemiah_(Earth-616)	Secret Identity	Neutral Characters		No Hair	Male Characters		Living Characters	13	Jan-77	1977	105.80969545045389	-52.363848861954125
2021	Ned Lathrop (Earth-616)	\/Ned_Lathrop_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Brown Hair	Male Characters		Living Characters	13	Nov-77	1977	-23.346734404589967	26.163529518580575
84781	Waldo (Computer) (Earth-616)	\/Waldo_(Computer)_(Earth-616)	No Dual Identity	Good Characters	Red Eyes	No Hair	Male Characters		Living Characters	13	Dec-77	1977	-130.19312826257703	-67.56587514834717
1845	Antoine Delsoin (Earth-616)	\/Antoine_Delsoin_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	13	Nov-78	1978	159.94619700507894	-38.38310195935168
1108	Arsenal (Robot) (Earth-616)	\/Arsenal_(Robot)_(Earth-616)	Secret Identity	Bad Characters	Red Eyes	No Hair			Living Characters	13	Sep-78	1978	24.799568643813103	-38.84304583103736
2659	David Mitchell (Earth-616)	\/David_Mitchell_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	13	Apr-78	1978	111.13292221662351	17.581315322031898
